bleu,x,y,z
0.050243511979240846,"good length ball , <UNK> the backfoot and pushed back to the",तेज पर बल्लेबाज गेंदबाज पर <UNK> पर मिड को अच्छी,बैकफुट पर अच्छा गेंद की गेंद पर गेंद को पीछे छोड़
0.06833557619127333,"outside off , batsman <UNK> it late for a run towards","कोई हाथ के बल्लेबाज़ , एक <UNK> पर सामने सामने गति रन आउट के लिए , से इसे जाता","बाएं हाथ के बाहर , बल्लेबाज तीसरी बार की तरफ से रन बनाने के लिए देर से कट जाता"
0.06033504141761818,<UNK> the backfoot and plays it towards cover,बैकफुट और और बैकफुट करने को ओर से जाता,बैकफुट पर और कवर फील्डर की तरफ से खेला जाता
0.10127993013562818,"short ball , batsman <UNK> it over mid - wicket for a","एक बॉल , यह <UNK> के के रन विकेट की रन बनाते हैं","शॉर्ट बॉल , बल्लेबाज छह विकेट पर मिड विकेट पर रन बनाते"
0.4111336169005197,"good length outside off , batsman <UNK> it to deep point for a","एक रन नहीं , कुल स्कोर : <UNK> /",कोई रन नहीं । कुल स्कोर : <UNK> /
0.53107253497887,<UNK> the backfoot and <UNK> it down to long - on for a,बैकफुट पर और एक के करने के लिए इसे रन आउट कर,बैकफुट पर और रन आउट करने के लिए इसे रन आउट करते
0.6340466277046861,<UNK> the backfoot and <UNK> it to cover for a,बैकफुट पर और एक रन के लिए लंबे में के लिए इसे,बैकफुट पर और एक रन के लिए कवर करने के लिए इसे
0.06597833499136778,"<UNK> outside off , batsman goes for a cut but <UNK> ' <UNK> connect well",कम बाहर करते के बल्लेबाज अच्छी जाता है और <UNK> ने जाता है और <UNK> <UNK> से <UNK> जाता हो,"बल्लेबाज़ आउट होने से बाहर हो जाता है , बल्लेबाज कट जाता है लेकिन पर्याप्त अच्छी तरह से <UNK> नहीं होता"
1.0,<UNK> the backfoot and <UNK> it to deep point for a,बैकफुट पर और एक रन के लिए <UNK> <UNK> पर इसे काट,बैकफुट पर और एक रन के लिए <UNK> <UNK> पर इसे काट
0.03179670962657034,"<UNK> ball , <UNK> towards long - off but fielder does well to stop it from","तेज की , वापस बनाते करने हैं बल्लेबाज आउट हैं और लेकिन क्षेत्ररक्षक को रोकने में रोकने <UNK> <UNK> है","बल्लेबाज़ गेंद को रन आउट करते हुए रन बनाते हैं , लेकिन फील्डर को कवर से रोकना अच्छा लगता"
0.5969491792019646,<UNK> the backfoot and <UNK> it to cover,बैकफुट पर और फील्डर को कवर करने के लिए <UNK>,बैकफुट पर और <UNK> को कवर करने के लिए इसे
0.8153551038173115,<UNK> the <UNK> and drives it down to long - off for a,आगे की तरफ चलने और एक रन के लिए इसे लंबे समय तक बंद कर देता,आगे की तरफ से और एक रन के लिए इसे लंबे समय तक बंद कर देता
0.05706367757772897,"<UNK> ball , <UNK> him and he <UNK> to push it to short","पूर्ण गेंद , बल्लेबाज <UNK> है शॉर्ट कवर लंबे से <UNK> पर <UNK> किनारा","तेज गेंद , उसे <UNK> और वह इसे छोटे तीसरे खिलाड़ी को <UNK> का प्रबंधन करता"
1.0,<UNK> the <UNK> and does a,सामने के पैर पर और बचाव करता,सामने के पैर पर और बचाव करता
1.0,<UNK> the backfoot and does a,बैकफुट पर और रक्षा करता,बैकफुट पर और रक्षा करता
0.4045533557851106,<UNK> the backfoot and <UNK> it to,बैकफुट पर और यह करने के लिए इसे प्वाइंट जाता,बैकफुट पर और प्वाइंट करने के लिए इसे कट जाता
1.0,<UNK> the <UNK> and drives it to cover,मैदान पर उतरे और फील्डर को कवर करने के लिए ड्राइव करता,मैदान पर उतरे और फील्डर को कवर करने के लिए ड्राइव करता
0.0,"<UNK> up , batsman drives it <UNK> and straight to the cover",फेंक की बल्लेबाज रन को वापस चला के,बल्लेबाज़ ने तेज गेंदबाज और सीधे मैदान पर
0.09030367376343264,<UNK> up and <UNK> to cover,फेंक के फेंक करता के लिए बढ़त और यह जाता,फील्डर को कवर करने के लिए फेंक दिया और प्रेरित हो
0.36088772259506874,<UNK> the backfoot and pushed to on - side for a,बैकफुट पर और एक <UNK> के लिए इसे से धकेल,बैकफुट पर और एक रन के लिए ओर से धकेल
1.0,<UNK> the backfoot and does a,बैकफुट पर और रक्षा करता,बैकफुट पर और रक्षा करता
0.2973017787506803,"outside off , batsman <UNK> it through to the",बाहर रन,कोई रन
0.8070557274927982,<UNK> the backfoot and <UNK> it to deep square leg for a,बैकफुट पर और एक रन के लिए गहरी स्क्वायर लेग पर यह,बैकफुट पर और एक रन के लिए गहरी स्क्वायर लेग में <UNK>
1.0,<UNK> the backfoot and <UNK> it to deep point for a,बैकफुट पर और एक रन के लिए <UNK> <UNK> पर इसे काट,बैकफुट पर और एक रन के लिए <UNK> <UNK> पर इसे काट
0.09305140252476218,"<UNK> outside off , batsman looks to defend but gets beaten","बल्लेबाज , भरा की जो उसे रक्षा के लगता है लेकिन <UNK> से <UNK> जाता","<UNK> से बाहर दिखाना , बल्लेबाज़ की रक्षा करना दिखता है लेकिन फिर से <UNK> जाता"
1.0,<UNK> the <UNK> and drives it to on - side but to the,सामने के पैर पर और रन आउट करने के लिए लेकिन मैदान,सामने के पैर पर और रन आउट करने के लिए लेकिन मैदान
0.13065113298388567,"<UNK> on leg , batsman <UNK> it to on - side for a quick",लेग के फेंक गेंदबाज एक एक बचाव रन के लिए कवर आउट करने देता,"लेग पर तेज , बल्लेबाज एक तेज रन के लिए रन आउट कर देता"
0.7259795291154771,"<UNK> ball , batsman <UNK> the <UNK> and does a","बल्लेबाज गेंदबाज , बल्लेबाज <UNK> पर और एक बचाव करता","तेज गेंद , बल्लेबाज <UNK> पर और एक बचाव करता"
0.0844991782262014,"outside off , batsman <UNK> it to short","कोई से , बल्लेबाज उसे अपने , <UNK> के <UNK> देता","बाहर से , बल्लेबाज़ इसे छोटे तीसरे खिलाड़ी को धक्का देता"
0.5384952356064083,<UNK> the backfoot and pushed to cover,बैकफुट पर और <UNK> को कवर करने के लिए,बैकफुट पर और फील्डर को कवर करने के लिए धक्का
0.912167909070388,<UNK> the backfoot and <UNK> it to deep point for a,बैकफुट पर और एक रन के लिए गहरी बात करने के लिए इसे,<UNK> पर और एक रन के लिए गहरी बात करने के लिए इसे
1.0,<UNK> the backfoot and <UNK> it but to the point,बैकफुट पर और <UNK> करने पर प्वाइंट फील्डर को कट जाता,बैकफुट पर और <UNK> करने पर प्वाइंट फील्डर को कट जाता
0.16064553745630614,"<UNK> up , comes down and drives it to long - on for a",रन रन के लिए स्क्वायर से की नीचे चला है और <UNK> सीधे समय तक <UNK>,"एक रन के लिए ऊपर <UNK> , नीचे आता है और इसे लंबे समय तक <UNK>"
1.0,<UNK> the <UNK> and drives it down to long - on for a,आगे चलने के लिए और रन के लिए इसे लंबे समय तक <UNK>,आगे चलने के लिए और रन के लिए इसे लंबे समय तक <UNK>
0.6389431042462724,<UNK> the <UNK> and <UNK> to cover,सामने और और फील्डर को कवर करने के लिए इसे,<UNK> पर और फील्डर को कवर करने के लिए प्रेरित
0.8153551038173115,<UNK> the <UNK> and drives it down to long - off for a,आगे की तरफ चलने और एक रन के लिए इसे लंबे समय तक बंद कर देता,आगे की तरफ से और एक रन के लिए इसे लंबे समय तक बंद कर देता
0.21972813874997157,<UNK> the backfoot and <UNK> it down to long - on for a,बैकफुट पर और रन रन के लिए गहरी लंबे समय तक खेला चला,<UNK> पर और एक रन के लिए इसे लंबे समय तक नीचे
0.2777619034011791,"outside off , <UNK> it of the backfoot but finds the point","बाहर आउट , बैकफुट का <UNK> लेकिन लेकिन एक - के <UNK>","ऑफ आउट , बैकफुट का <UNK> , लेकिन प्वाइंट फील्डर को"
0.38940039153570244,<UNK> the backfoot and plays it to cover,बैकफुट पर और <UNK> पर कवर करने के लिए <UNK>,बैकफुट पर और <UNK> को कवर करने के लिए इसे खेलता
0.08171014300726602,"<UNK> and full , batsman comes down and <UNK>","कम गेंदबाज तेज , <UNK> बल्लेबाजों उतरता है और इसे <UNK> <UNK> की","तेज और पूर्ण , बल्लेबाज नीचे आता है और खुद को <UNK> बनाती"
0.53107253497887,<UNK> the backfoot and <UNK> it down to long - on for a,बैकफुट पर और एक के करने के लिए इसे रन आउट कर,बैकफुट पर और रन आउट करने के लिए इसे रन आउट करते
1.0,<UNK> the <UNK> and does a,सामने के पैर पर और बचाव करता,सामने के पैर पर और बचाव करता
1.0,<UNK> the <UNK> and does a,सामने के पैर पर और बचाव करता,सामने के पैर पर और बचाव करता
0.1332358437599213,<UNK> down and drives it down to long - on for a,आगे आउट लिए लंबी की खेलने है और छोटे रन के लिए जगह समय से चला जाता,रन के लिए नीचे चला जाता है और उसे <UNK> के लिए लंबे समय तक चला जाता
0.2803950119994003,"outside off , <UNK> the backfoot and <UNK> it to deep cover for a",एक से बल्लेबाज बैकफुट करने एक एक बचाव के लिए गहरी कवर करने के लिए इसे,"बाहर से , <UNK> पर और एक रन के लिए गहरा कवर करने के लिए इसे"
0.22811360354329613,"<UNK> up , batsman <UNK> the backfoot and does a",बैकफुट बल्लेबाजों बैकफुट पर गेंद और एक बचाव,बल्लेबाज को बैकफुट पर फेंक दिया और एक बचाव
0.054109701071446005,"full on middle , looks to <UNK> it to on - side but gets an inside edge <UNK> the","शॉर्ट में अच्छी , , इसे <UNK> रन <UNK> है है , <UNK> पर जोर ओर से जाती","बीच में भरा हुआ , इसे एक तरफ <UNK> दिखता है लेकिन पैड पर अंदर की तरफ बढ़ जाता"
0.8801117367933934,"good length ball on middle , batsman does a","एक गेंद पर अच्छी <UNK> गेंद , बल्लेबाज एक बचाव करता","मध्य गेंद पर अच्छी <UNK> गेंद , बल्लेबाज एक बचाव करता"
1.0,<UNK> the backfoot and <UNK> it back to the,बैकफुट पर वापस और गेंद को वापस धकेल,बैकफुट पर वापस और गेंद को वापस धकेल
0.8003203203844999,"full outside off , drives it but <UNK> it into the pitch and to the short cover","पूरी तरह से बंद , यह ड्राइव लेकिन पिच में और छोटे कवर <UNK> के लिए","पूरी तरह से बाहर , यह ड्राइव लेकिन पिच में और छोटे कवर <UNK> के लिए"
0.9036020036098448,"good length on leg , <UNK> it away from short fine leg for a","एक पर अच्छी <UNK> , एक रन के लिए शॉर्ट <UNK> लेग से इसे","लेग पर अच्छी <UNK> , एक रन के लिए शॉर्ट <UNK> लेग से इसे"
1.0,<UNK> the backfoot and <UNK> it to deep point for a,बैकफुट पर और एक रन के लिए <UNK> <UNK> पर इसे काट,बैकफुट पर और एक रन के लिए <UNK> <UNK> पर इसे काट
1.0,<UNK> the <UNK> and does a,सामने के पैर पर और बचाव करता,सामने के पैर पर और बचाव करता
0.09042266054940777,"yorker , batsman <UNK> it out to",पूर्ण के बाहर <UNK> <UNK> <UNK> है लिए जाता,"यॉर्कर , बल्लेबाज इसे बाहर <UNK> के लिए"
0.7071067811865475,"good length on middle , batsman does a","मध्य गेंद अच्छी <UNK> , बल्लेबाज एक बचाव करता","मध्य पर अच्छी <UNK> , बल्लेबाज एक बचाव करता"
1.0,"<UNK> up , <UNK> the <UNK> and does a",सामने <UNK> पर फेंक दिया और एक बचाव,सामने <UNK> पर फेंक दिया और एक बचाव
0.7598356856515925,"<UNK> on leg , <UNK> it down to short fine leg for a","लेग रन नहीं , कोई रन","कोई रन नहीं , कोई रन"
0.2259005009024612,"<UNK> up , batsman <UNK> it down to fine leg for a",एक रन नहीं,कोई रन
0.9193227152249185,"<UNK> up , looks to drive it hard but gets","फेंक फेंक दिया , यह मुश्किल ड्राइव पर लग रहा है , लेकिन <UNK> जाता","ऊपर फेंक दिया , यह मुश्किल ड्राइव पर लग रहा है , लेकिन <UNK> जाता"
0.587728372510532,"<UNK> ball , <UNK> it to long - on for a",रन रन के लिए स्क्वायर गेंद पर रन आउट हो जाता,एक रन के लिए लंबी गेंद पर रन आउट हो जाता
0.842362674378975,"good length on middle , batsman does a defense on the","मध्य में ओर अच्छी <UNK> , बल्लेबाज सामने से पैर पर एक बचाव करता","मध्य की ओर अच्छी <UNK> , बल्लेबाज सामने से पैर पर एक बचाव करता"
0.8242367502646054,"full outside off , <UNK> it of the backfoot to short","पूरी तरह से से बाहर , यह बैकफुट की शॉर्ट कवर के लिए धक्का देता","पूरी तरह बाहर से बाहर , यह बैकफुट की शॉर्ट कवर के लिए धक्का देता"
0.9510699415570292,"<UNK> outside off , <UNK> at it and gets a outside edge down to <UNK> <UNK> for a","एक फेंक दिया , उस पर चमक और एक जोड़ी के लिए तीसरे क्षेत्र के लिए एक बाहरी किनारे नीचे हो जाता","बाहर फेंक दिया , उस पर चमक और एक जोड़ी के लिए तीसरे क्षेत्र के लिए एक बाहरी किनारे नीचे हो जाता"
1.0,"<UNK> up , <UNK> it back to the bowler of the","फेंक दिया , बैकफुट के गेंदबाज को वापस धकेल","फेंक दिया , बैकफुट के गेंदबाज को वापस धकेल"
1.0,<UNK> the <UNK> and does a,सामने के पैर पर और बचाव करता,सामने के पैर पर और बचाव करता
0.19357693493908812,"good length outside off , <UNK> it towards point for a quick",एक रन । कोई रन,"कोई रन नहीं , कोई रन"
0.9036020036098448,"good <UNK> outside off , does a defense of the backfoot to","तेज से अच्छी <UNK> , कवर करने के लिए बैकफुट की रक्षा करता","बाहर से अच्छी <UNK> , कवर करने के लिए बैकफुट की रक्षा करता"
1.0,"good length on middle , <UNK> it","बीच में अच्छी <UNK> , अच्छी तरह से इसे <UNK>","बीच में अच्छी <UNK> , अच्छी तरह से इसे <UNK>"
1.0,"<UNK> up , <UNK> it back to the","फेंक दिया , गेंदबाज को वापस बैक कर","फेंक दिया , गेंदबाज को वापस बैक कर"
1.0,<UNK> the backfoot and does a,बैकफुट पर और रक्षा करता,बैकफुट पर और रक्षा करता
1.0,<UNK> the backfoot and does a,बैकफुट पर और रक्षा करता,बैकफुट पर और रक्षा करता
0.2984745896009823,<UNK> the backfoot and <UNK> it to,बैकफुट पर और यह लंबे करने के लिए धक्का,बैकफुट पर और इसे कवर करने के लिए
1.0,"outside off , <UNK> it to <UNK> for a","बाहर से चलने के लिए , इसे एक रन के लिए तीसरे स्थान पर ले जाता","बाहर से चलने के लिए , इसे एक रन के लिए तीसरे स्थान पर ले जाता"
0.8193882146581177,"outside off , goes for a drive but gets a <UNK> edge on the bounce to the","बाहर से बाहर कट ड्राइव के लिए चला जाता है , लेकिन <UNK> पर उछाल पर एक मोटी बढ़त हो जाती","बाहर से , एक ड्राइव के लिए चला जाता है , लेकिन <UNK> पर उछाल पर एक मोटी बढ़त हो जाती"
1.0,"<UNK> up , <UNK> the <UNK> and does a",सामने <UNK> पर फेंक दिया और एक बचाव,सामने <UNK> पर फेंक दिया और एक बचाव
0.7825422900366437,"<UNK> outside off , <UNK> to deep cover for a","एक रन के लिए स्क्वायर कवर के लिए प्रेरित किया , बाहर बाहर फेंक","एक रन के लिए गहरा कवर के लिए प्रेरित किया , बाहर बाहर फेंक"
0.19640732545025652,"outside off , <UNK> it but finds the short","बाहर से , बल्लेबाज <UNK> करने है लेकिन <UNK> <UNK> व्यक्ति के एक","बाहर से , यह <UNK> करता है लेकिन <UNK> तीसरे खिलाड़ी को <UNK>"
1.0,<UNK> the backfoot and <UNK> it short mid - wicket,बैकफुट पर रन आउट होकर रन आउट हो जाता,बैकफुट पर रन आउट होकर रन आउट हो जाता
0.7691605673134586,"outside off , looks to drive but gets","बाहर , बड़ी करने के लिए लग रहा है , लेकिन <UNK> जाता","बाहर , ड्राइव करने के लिए लग रहा है , लेकिन <UNK> जाता"
0.07160476144948855,pushed back into the crease and,गली और पर <UNK> और यह,वापस क्रीज में धकेल दिया और बचाव
0.5946035575013605,defended into the leg,पैर की तरफ से,पैर की तरफ में
0.8091067115702212,<UNK> length but straight as a die . <UNK> on the <UNK>,<UNK> <UNK> ने सीधे <UNK> के रूप में <UNK> क्रीज पर,<UNK> <UNK> लेकिन सीधे <UNK> के रूप में <UNK> क्रीज पर
0.049900497019368314,"<UNK> down to mid - off , tight line from","<UNK> के बाहर ऑन ऑन में नीचे मेहनत से , .","रबादा से मिड - ऑफ , कड़ी रेखा तक गिर"
1.0,"back of a length , <UNK> into the leg","एक <UNK> के पीछे , पैर की तरफ में","एक <UNK> के पीछे , पैर की तरफ में"
0.6580370064762462,"<UNK> to the front foot this time , <UNK> to mid -","इस बार सामने के करने के लिए , मध्य बंद","इस बार सामने पैर करने के लिए , मध्य बंद"
0.0,,,
0.9306048591020997,"on the back foot , <UNK> punch on the up , through mid -","स्टंप के पैर पर , ऊपर पर पंच का प्रयास किया , मध्य - के माध्यम","पीछे के पैर पर , ऊपर पर पंच का प्रयास किया , मध्य - के माध्यम"
0.8633400213704505,"up on the <UNK> , <UNK> out to","पैड की <UNK> पर , कवर करने के लिए बाहर <UNK>","पैर की <UNK> पर , कवर करने के लिए बाहर <UNK>"
0.948543837069451,"on the <UNK> , <UNK> fine through fine leg . Which is appropriate really , given how fine it","पैर पैर की <UNK> पर , ठीक पैर के माध्यम से ठीक <UNK> । जो वास्तव में उपयुक्त है , यह कितना अच्छा","पैर की <UNK> पर , ठीक पैर के माध्यम से ठीक <UNK> । जो वास्तव में उपयुक्त है , यह कितना अच्छा"
0.9193227152249185,"<UNK> in short , another <UNK> from square leg to","कम में टक्कर लगी , इसकी <UNK> करने के लिए स्क्वायर लेग से एक और","<UNK> में टक्कर लगी , इसकी <UNK> करने के लिए स्क्वायर लेग से एक और"
0.2090067144241744,"full and straight , and pushed to the","पूर्ण गेंद सीधे , <UNK> बंद में के लिए धक्का","पूर्ण और सीधे , और कवर करने के लिए धक्का"
0.09027235033938245,"tight line once again , and <UNK> into the <UNK>","गली <UNK> फिर से <UNK> के जो यह में ,","एक बार फिर से <UNK> लाइन , और कवर में फिर से <UNK>"
0.8187307530779819,"<UNK> ball , worked out through backward","<UNK> गेंद , <UNK> <UNK> से बाहर काम","धीमी गेंद , <UNK> <UNK> से बाहर काम"
0.2984745896009823,"<UNK> the front foot , <UNK> the <UNK> once",सामने के पैर पर और और और और मध्य,"सामने के पैर पर , कवर एक बार फिर"
0.3021375397356768,<UNK> down to long,लंबे समय तक नीचे तक,लंबे समय से नीचे तक
1.0,<UNK> the <UNK> and drives it back to the,सामने के पैर पर और गेंद को वापस गेंदबाज पर चला जाता,सामने के पैर पर और गेंद को वापस गेंदबाज पर चला जाता
0.10786826322527471,"<UNK> the backfoot , looks to cut but gets",बैकफुट पर और <UNK> पर के <UNK> लेकिन लेकिन <UNK> पर,"बैकफुट पर , <UNK> करने लगती है , लेकिन <UNK> जाता"
0.6703420896351792,<UNK> the backfoot and <UNK> it to deep square leg for a,बैकफुट पर और एक बनाने करने के लिए गहरा स्क्वायर लेग को धकेल,बैकफुट पर और रन आउट करने के लिए गहरा स्क्वायर लेग को धकेल
0.2584865769785853,<UNK> the backfoot and pushed to bowler of the,बैकफुट पर और गेंदबाज की गेंदबाज को वापस,बैकफुट पर और बैकफुट के गेंदबाज को धकेल
0.13134549472120793,<UNK> the <UNK> and drives straight to the,सामने के ओर और गेंदबाज गेंदबाज को वापस,सामने की ओर और सीधे गेंदबाज पर
0.8633400213704505,<UNK> the <UNK> and <UNK> it back to the,सामने के पैर पर और गेंद को वापस गेंदबाज,सामने के पैर पर और गेंद को वापस धकेल
1.0,"<UNK> up , batsman drives it to cover",बल्लेबाज मैदान पर उतरने के लिए,बल्लेबाज मैदान पर उतरने के लिए
1.0,<UNK> the <UNK> and drives it to cover,मैदान पर उतरे और फील्डर को कवर करने के लिए ड्राइव करता,मैदान पर उतरे और फील्डर को कवर करने के लिए ड्राइव करता
1.0,<UNK> the backfoot and does a,बैकफुट पर और रक्षा करता,बैकफुट पर और रक्षा करता
1.0,<UNK> the <UNK> and drives it down to long - on for a,आगे चलने के लिए और रन के लिए इसे लंबे समय तक <UNK>,आगे चलने के लिए और रन के लिए इसे लंबे समय तक <UNK>
1.0,<UNK> the <UNK> and drives it down to long - on for a,आगे चलने के लिए और रन के लिए इसे लंबे समय तक <UNK>,आगे चलने के लिए और रन के लिए इसे लंबे समय तक <UNK>
0.7825422900366437,<UNK> the <UNK> and <UNK> down to long - on for a,आगे चलने के लिए और रन रन के लिए लंबी - पर - नीचे,आगे चलने के लिए और एक रन के लिए लंबी - पर - नीचे
0.6703420896351792,<UNK> the backfoot and <UNK> it to deep cover for a,बैकफुट पर और एक रन के लिए गहरी कवर करने के लिए इसे,<UNK> पर और एक रन के लिए गहरा कवर करने के लिए इसे
1.0,<UNK> the backfoot to defend but gets an inside edge past the stumps to short fine,"बैकफुट पर बचाव करने के लिए , लेकिन स्टंप से पहले एक छोर के ठीक ऊपर ले जाता","बैकफुट पर बचाव करने के लिए , लेकिन स्टंप से पहले एक छोर के ठीक ऊपर ले जाता"
1.0,<UNK> the <UNK> and drives it to the,सामने के पैर पर और गेंदबाज को ले जाता,सामने के पैर पर और गेंदबाज को ले जाता
1.0,"<UNK> up , drives it to cover","फेंक दिया , फील्डर को कवर करने के लिए ड्राइव करता","फेंक दिया , फील्डर को कवर करने के लिए ड्राइव करता"
0.9253911813809743,<UNK> the backfoot and makes room to punch it to deep,बैकफुट पर और गहरा कवर करने के लिए इसे पंच करने के लिए कमरे बनाता,<UNK> पर और गहरा कवर करने के लिए इसे पंच करने के लिए कमरे बनाता
0.21834177214239062,"<UNK> up , drives it straight back to the","फेंक दिया , गेंदबाज को वापस गेंदबाज पर चला चला जाता","फेंक दिया , गेंद को सीधे गेंदबाज पर वापस चला जाता"
1.0,<UNK> the backfoot and <UNK> it last moment as it kept a bit,बैकफुट पर और आखिरी पल को <UNK> करता है क्योंकि यह थोड़ा कम रखता,बैकफुट पर और आखिरी पल को <UNK> करता है क्योंकि यह थोड़ा कम रखता
1.0,<UNK> the backfoot and <UNK> to cover,बैकफुट पर और <UNK> को कवर करने के लिए <UNK>,बैकफुट पर और <UNK> को कवर करने के लिए <UNK>
1.0,"outside off , goes for the big cut but gets","बाहर , बड़ी <UNK> के लिए जाता है , लेकिन <UNK> जाता","बाहर , बड़ी <UNK> के लिए जाता है , लेकिन <UNK> जाता"
0.7778111223054219,"full on middle - leg , batsman drives it past short mid - wicket for a","एक - पायदान पर पूरा , बल्लेबाज ने एक छोर के लिए शॉर्ट मिड विकेट की ओर बढ़","मध्य - पायदान पर पूरा , बल्लेबाज़ ने एक छोर के लिए शॉर्ट मिड विकेट की ओर बढ़"
1.0,"short ball , batsman <UNK> it away to square leg for a",एक रन के लिए स्क्वायर लेग के लिए रन,एक रन के लिए स्क्वायर लेग के लिए रन
0.912167909070388,<UNK> the backfoot and <UNK> it to deep point for a,बैकफुट पर और एक रन के लिए गहरी बात करने के लिए इसे,<UNK> पर और एक रन के लिए गहरी बात करने के लिए इसे
0.7598356856515925,"outside off , batsman <UNK> it to deep point for a","एक रन नहीं , कोई रन","कोई रन नहीं , कोई रन"
0.948543837069451,<UNK> ! <UNK> outside off and he <UNK> it between cover and mid - off . A bit <UNK> by <UNK> ' s,एक ! बाहर पूरी तरह से बाहर और वह कवर और मध्य बंद के बीच यह <UNK> <UNK> के मानकों के द्वारा थोड़ी,ठोक ! बाहर पूरी तरह से बाहर और वह कवर और मध्य बंद के बीच यह <UNK> <UNK> के मानकों के द्वारा थोड़ी
0.02860344994386159,<UNK> in short outside off and he <UNK> his <UNK> to <UNK> through the off,"एक स्टंप , रन रन तरफ फिर एक बल्लेबाजों रन तरफ <UNK> तरफ ,",ऑफ आउट में छेड़छाड़ की और उन्होंने अपनी तरफ से <UNK> की ओर <UNK> की कोशिश
1.0,"full , wide outside off , <UNK> down to third","पूर्ण , <UNK> बाहर , तीसरे आदमी को नीचे <UNK>","पूर्ण , <UNK> बाहर , तीसरे आदमी को नीचे <UNK>"
0.030180368408072346,"another low full toss , <UNK> over the leg side , between deep square and deep","एक मिडविकेट लेग मैदान अतिरिक्त की लिए <UNK> <UNK> गेंद , जो की अंगुली में बचाव","गहरी स्क्वायर और गहरी मिडविकेट के बीच , एक और कम पूर्ण टॉस , पैर की तरफ फ्लिक"
0.9306048591020997,"good comeback by <UNK> , a yorker outside off stump and Morris drives over the top of","अच्छी से अच्छा वापसी , स्टंप के बाहर एक यॉर्कर और मॉरिस ने शीर्ष पर ड्राइव","<UNK> से अच्छा वापसी , स्टंप के बाहर एक यॉर्कर और मॉरिस ने शीर्ष पर ड्राइव"
0.07153889113026576,"short , down the leg side , pulled to long leg . . . fielder quickly on it , so just the","पूरी , और की ओर से , एक समय को नीचे एक . . <UNK> पर मारा एक एक <UNK>","कम , पैर की ओर नीचे , लंबे पैर खींच लिया . . . क्षेत्ररक्षक जल्दी से , इसलिए सिर्फ"
0.9426151476815119,"short again , pulled to long leg . . . was <UNK> <UNK> but almost straight at the","स्टंप से , लंबे पैर को खींच लिया . . . <UNK> मारा गया था , लेकिन क्षेत्ररक्षक पर लगभग","फिर से , लंबे पैर को खींच लिया . . . <UNK> मारा गया था , लेकिन क्षेत्ररक्षक पर लगभग"
0.9459594689067654,tight line to <UNK> <UNK> . Roy comes half forward and <UNK> an uncertain edge out to point . <UNK>,<UNK> <UNK> करने के लिए <UNK> लाइन रॉय आधा आगे आती है और एक अनिश्चित किनारे पर <UNK> करता है । पर्याप्त,<UNK> शुरू करने के लिए <UNK> लाइन रॉय आधा आगे आती है और एक अनिश्चित किनारे पर <UNK> करता है । पर्याप्त
0.8852140475440834,"on the <UNK> , and <UNK> firmly behind square to open England ' s account for the","पैड के , और दिन के लिए इंग्लैंड के खाते को खोलने के लिए स्क्वायर के पीछे दृढ़ता से","<UNK> पर , और दिन के लिए इंग्लैंड के खाते को खोलने के लिए स्क्वायर के पीछे दृढ़ता से"
