ay,bleu_ay,bleu_iy,iy,x,z,dblue
ये खिलाड़ी मैच के दौरान दो अलग - अलग घटनाओं के दौरान दोषी पाए गए हैं ।,0.1164394847706997,0.027196652721749117,ये लोग गेंदबाजी और फील्डिंग में बदलाव कर कोहली को मैच जिताने में मदद करते हैं ।,These players have been found guilty for two separate incidents during the match.,मैच के दौरान हुई दो अलग-अलग घटनाओं के लिए इन खिलाड़ियों को दोषी पाया गया है।,0.08924283204895057
आइपीएल में जारी किए गए एक बयान में मैंने कहा कि मावी और करिश्मे खान खिलाड़ियों के लिए आइपीएल आचार संहिता के प्रति 2 . 7 . 7 के औसत से लेवल . 7 के उल्लंघन को दोषी पाया गया है ।,0.08701432265104024,0.01606275194293329,"तेज गेंदबाजी में शार्दुल ठाकुर , दीपक चहर और लुंगी नगिदी ने दो - दो जबकि अश्विन और अक्षर पटेल ने एक - एक विकेट लेकर पंजाब की टीम की कमर तोड़ दी ।","In a statement issued by the IPL, I said that Mavi and Prashur Khan have been found guilty of violating Level I of 2.1.7 of the IPL Code of Conduct for the players and the team.","आइपीएल ने जारी अपने एक बयान में कहा कि, मावी और आवेश खान को खिलाड़ियों और टीम के लिए बने आइपीएल कोड ऑफ कंडक्ट के लेवल वन के 2.1.7 के उल्लंघन का दोषी पाया गया है।",0.07095157070810695
दोनों ने इसे स्वीकार कर लिया है ।,0.22089591134157885,0.041961149062965476,ये दोनों आरसीबी की बल्लेबाजी की कमान संभालते हैं ।,Both of them have accepted it.,दोनों ने इसे मान लिया है।,0.17893476227861338
आइपीएल इतिहास में पृथ्वी शॉ और शिवम मावी सहित इन 23 खिलाड़ियों में शामिल हैं पृथ्वी शॉ,0.35864179742032526,0.025540496664715903,क्वालीफायर - 1 की विजेता टीम बनाम क्वालीफायर - 2 की विजेता टीम ( मैच मुंबई में ),"BCCI's close look at these 23 players, including Prithvi Shaw and Shivam Mavi in the IPL tournament",IPL टूर्नामेंट में पृथ्वी शॉ और शिवम मावी समेत इन 23 खिलाड़ियों पर BCCI की करीबी नजर,0.33310130075560934
यह भी,0.36064528799877893,0.36064528799877893,यह भी,Also read,यह भी पढ़ें,0.0
IPL की खबरों के लिए यहां क्लिक,0.8668778997501817,0.8668778997501817,IPL की खबरों के लिए यहां क्लिक,Click here for IPL news,IPL की खबरों के लिए यहां क्लिक करें,0.0
आइपीएल का पूरा शेड्यूल देखने के लिए यहां क्लिक,0.8948393168143697,0.8948393168143697,आइपीएल का पूरा शेड्यूल देखने के लिए यहां क्लिक,Click here to view full schedule of IPL,आइपीएल का पूरा शेड्यूल देखने के लिए यहां क्लिक करें,0.0
दिल्ली का गेंदबाजी का जलवा बिबोनाक ने आंद्रे रसेल को किया था ।,0.175322016496728,0.03136424045881037,दिल्ली की टीम 6 अंक के साथ सातवें नंबर पर है ।,Delhi's bowling ambush khan said abusive after Andre Russell was dismissed.,दिल्ली के गेंदबाद आवेश खान ने आंद्रे रसेल को आउट करने के बाद अपशब्द कहे।,0.14395777603791762
इसी वजह से आइपीएल का उल्लंघन हो रहा है ।,0.04521356896113448,0.0,वहीं इससे बिल्कुल जुदा रही है मुंबई इंडियंस की दास्तां ।,That's why IPL found guilty of violating code of conduct.,इसलिए आइपीएल ने उन्हें कोड ऑफ कंडक्ट के उल्लंघन का दोषी पाया।,0.04521356896113448
इससे पहले केकेआर के गेंदबाज शिवम रोहिल्ला ने चार ओवर में 58 रन लुटाए ।,0.6475445426291286,0.06250381527944884,पहले बल्लेबाजी करते हुए कोलकाता 20 ओवर में 06 विकेट खोकर 245 रन बनाए ।,"Earlier, KKR bowler Shivam Mawi scored 58 runs in four overs.",इससे पहले केकेआर के गेंदबाज शिवम मावी ने चार ओवर में 58 रन दिए।,0.5850407273496798
मगर मावी ने उन्हें मुनरो के आउट होने के बाद कुछ कहा था ।,0.10886972213737396,0.031247197904994948,मगर इसके बाद वो ऐसा प्रदर्शन दोहराने में नाकाम रहे ।,But Mavi had told him something after Munro's exit.,लेकिन मावी ने मुनरो को आउट करने के बाद उन्हें कुछ कहा था।,0.07762252423237902
इसी वजह से आइपीएल उन्हें आचार संहिता के उल्लंघन के उल्लंघन का दोषी पाया गया है ।,0.2863424630911014,0.02286956778061901,इस आइपीएल में कोई भी खिलाड़ी अभी तक मेडन ओवर फेंकने में कामयाब नहीं हुआ था ।,"For this reason, IPL has found them guilty of violation of Code of Conduct.",इसी वजह से आइपीएल ने इन्हें कोड ऑफ कंडक्ट के उल्लंघन का दोषी पाया।,0.2634728953104824
फिलहाल इन खिलाड़ियों पर कोई बैन या प्रतिबंध नहीं लगाया गया है ।,0.27576989477711045,0.0,वहीं स्पिन में रवींद्र जडेजा और हरभजन सिंह जैसे अनुभवी स्पिनर उनके पास है ।,"At present, no penalty or ban has been imposed on these players.",फिलहाल इन खिलाड़ियों पर किसी तरह का जुर्माना या बैन नहीं लगाया गया है।,0.27576989477711045
लेकिन आइपीएल ऐसे खिलाडि़यों का व्यवहार कराएगा ।,0.10786826322527471,0.0,अगले दो साल बाद वापसी कर रहे हैं ।,But IPL will monitor the behavior of such players.,मगर आइपीएल ऐसे खिलाड़ियों के व्यवहार पर नजर रखेगी।,0.10786826322527471
शिवम और शांतिको कराने के लिए,0.08445588027797912,0.0,अंपायरों ने की ये,Shivam and Chorus to use abusive language,अपशब्द का इस्तेमाल करने के लिए शिवम और आवेश को लगी फटकार,0.08445588027797912
यह भी,0.36064528799877893,0.36064528799877893,यह भी,Also read,यह भी पढ़ें,0.0
क्रिकेट की खबरों के लिए यहां क्लिक,0.8668778997501817,0.8668778997501817,क्रिकेट की खबरों के लिए यहां क्लिक,Click here for cricket news,क्रिकेट की खबरों के लिए यहां क्लिक करें,0.0
अन्य खेलों की खबरों के लिए यहां क्लिक,0.8824969025845955,0.8824969025845955,अन्य खेलों की खबरों के लिए यहां क्लिक,Click here for news of other sports,अन्य खेलों की खबरों के लिए यहां क्लिक करें,0.0
"नई दिल्ली , [ जागरण स्पेशल ] ।",0.05522397783539471,0.05522397783539471,"नई दिल्ली , [ जागरण स्पेशल ] ।","New Delhi, [Jagaran Special].","नई दिल्ली, [जागरण स्पेशल]।",0.0
आइपीएल,0.13006502375572224,0.13006502375572224,आइपीएल,In ipl,आइपीएल में,0.0
गुरुवार को दिल्ली डेयरडेविल्स ने दिल्ली डेयरडेविल्स को हराकर प्लेऑफ के फाइनल में जगह बनाते हुए दिल्ली डेयरडेविल्स को नौ विकेट से हरा दिया ।,0.08197487782708347,0.04087601136694966,सनराइजर्स हैदराबाद और चेन्नई सुपर किंग्स पहले ही प्लेऑफ में जगह बना चुकी दिल्ली डेयरडेविल्स और कोलकाता आमने - सामने थे ।,"On Sunrisers Hyderabad on Thursday, Delhi Daredevils defeated Delhi by nine wickets and outplayed Delhi in the final of the playoffs.",गुरुवार को सनराइजर्स हैदराबाद ने दिल्ली डेयरडेविल्स 9 विकेट से मात देकर दिल्ली को प्लेऑफ की दौड़ से बाहर करते हुए अपनी जगह अंतिम चार में पक्की कर ली।,0.04109886646013381
"भले ही हैदराबाद की टीम ने जीत हासिल की , लेकिन दिल्ली की टीम में जीत हासिल करने वाले ऋषभ पंत ने जीत दर्ज की ।",0.251696695878184,0.11462537644252861,इस मैच में पहले बल्लेबाजी करते हुए हैदराबाद की टीम ने 20 ओवर में 4 विकेट पर 176 रन बनाए ।,"Even if the Hyderabad team won the match, but Dil Biswas Rishabh Pant, who won the Delhi team, won.","भले ही हैदराबाद की टीम ने मैच जीता हो, लेकिन दिल तो दिल्ली की टीम के दिलेर बल्लेबाज़ रिषभ पंत ने जीता।",0.13707131943565537
पंत ने एक योद्धा की तरह खेला और उन्होंने इस सीजन के तीसरे शतक में ही अपने नाम कर लिया ।,0.27813701926231843,0.04356766657846935,पंत ने इस सीजन के अपने पहले ही मैच दो विकेट लेकर मुंबई इंडियंस की कमर तोड़ दी थी ।,Pant played like a warrior and he made his name in the Orange Cap in the third century of this season.,पंत एक योद्धा की तरह खेले और उन्होंने इस सीजन का तीसरा शतक जड़ते हुए ऑरेंज कैप भी अपने नाम कर ली।,0.2345693526838491
पंत ने इस पारी के साथ कई ऐसे रिकॉर्ड्स बनाए जो मौजूदा दिन के इतिहास में नहीं बने थे ।,0.511239424984008,0.07284907101927689,पंत ने इस सीजन के अपने पहले ही मैच दो विकेट लेकर मुंबई इंडियंस की कमर तोड़ दी थी ।,Pant made many such records with this innings which were not made in the history of the present day IPL.,पंत ने इस पारी के साथ कई ऐसे रिकॉर्ड भी बना दिए जो आजतक आइपीएल के इतिहास में नहीं बने थे।,0.4383903539647311
चलिए आपको बताते हैं उन रिकॉर्ड्स के बारे में -,0.7598356856515925,0.0,आपने भी देखा होगा बैंगलोर और पंजाब का,Let's tell you about those records-,चलिए आपको बताते हैं उन रिकॉर्ड्स के बारे में-,0.7598356856515925
पंत ने तोड़ा कैलिस का,0.3498330125272252,0.24446151121745052,पंत ने तोड़ा गंभीर - सहवाग क,Pant records broken Gayle,पंत ने तोड़ा गेल का रिकॉर्ड,0.10537150130977468
रिषभ पंत ने 63 गेंदों पर नाबाद 128 रन की पारी खेली ।,0.5783569866465142,0.14530346490115706,रिषभ पंत ने 42 गेंदों पर 38 रन बनाए ।,Rishabh Pant played an unbeaten 128 in 63 balls.,रिषभ पंत ने 63 गेंदों में नाबाद 128 रन की पारी खेली।,0.43305352174535716
इस धमाकेदार पारी के साथ ही दिल्ली के युवा बल्लेबाज ने क्रिस गेल का एक रिकॉर्ड भी तोड़ दिया ।,0.5191731458068687,0.04814971807094068,इस हार के साथ गत विजेता मुंबई के प्लेऑफ में पहुंचने के आसार लगभग खत्म हो गए हैं ।,"With this explosive turn, Delhi's Yuva batsman also broke a record of Chris Gayle .",इस धमाकेदार पारी के साथ ही दिल्ली के युुवा बल्लेबाज़ ने क्रिस गेल का भी एक रिकॉर्ड तोड़ डाला।,0.471023427735928
हैदराबाद के खिलाफ खेले गए इस पारी के साथ ही पंत ने हैदराबाद के खिलाफ एक पारी में सर्वाधिक व्यक्तिगत स्कोर बनाने वाले खिलाड़ी बन गए हैं ।,0.4656334880525637,0.037769497945251765,"इस हार के साथ गत विजेता मुंबई के प्लेऑफ में पहुंचने के आसार लगभग खत्म हो गए हैं , लेकिन हैदराबाद की टीम के साथ जुड़ जाएंगे ।","With this innings played against Hyderabad, Pant Sunrar has become the player of the highest individual score in an innings against Hyderabad.",हैदराबाद के खिलाफ खेली गई इस इनिंग के साथ ही पंत सनराइजर्स हैदराबाद के खिलाफ एक पारी में सबसे ज़्यादा निजी स्कोर बनाने वाले खिलाड़ी बन गए हैं।,0.42786399010731196
यह रिकॉर्ड पंत से पहले ही क्रिस गेल के नाम था ।,0.317023313852343,0.0,इस वीडियो को कई बार री - ट्वीट किया गया है ।,This record was the name of Chris Gayle before Pant.,पंत से पहले ये रिकॉर्ड क्रिस गेल के नाम था।,0.317023313852343
गेल ने इस वर्ष मोहाली के मैदान पर हैदराबाद के खिलाफ नाबाद 104 रन की पारी खेली थी तो मौजूदा आइपीएल का पहला शतक लगाते ही पंत ने गेल की तूफानी पारी का रिकॉर्ड तोड़ दिया ।,0.3769067702313552,0.02741012610241836,गेल ने इस आइपीएल में अब तक कुल 323 टी20 मैच खेले हैं जिसमें उनके नाम पर कुल 8 . 00 के औसत से 4558 रन बना चुके हैं और उनके नाम पर कुल 5 विकेट है ।,"Gayle had scored an unbeaten 104 against Hyderabad on the Mohali ground this year, with the first century of the current IPL, but in Delhi, Pant broke the record of Gayle by playing a blistering innings.","गेल ने इसी साल मोहाली के मैदान पर हैदराबाद के खिलाफ नाबाद 104 रन बनाते हुए मौजूदा आइपीएल का पहला शतक जड़ा था, लेकिन दिल्ली में पंत ने धमाकेदार पारी खेलकर गेल के इस रिकॉर्ड को तोड़ दिया।",0.3494966441289369
शतक के बावजूद रिषभ पंत के नाम दर्ज हो गया कोई भी खिलाड़ी,0.43480690411799394,0.030165524927300753,दूसरी गेंद - लॉफलिन के सामने विलियमसन - कोई रन नहीं ( 00 ),"Despite the century, no player wanting to make such a record recorded in the name of Rishabh Pant","शतक के बावजूद रिषभ पंत के नाम दर्ज हुआ एक ऐसा रिकॉर्ड, नहीं बनाना चाहेगा कोई खिलाड़ी",0.4046413791906932
यह भी,0.36064528799877893,0.36064528799877893,यह भी,Also read,यह भी पढ़ें,0.0
पंत ने पहली बार किया ये,0.5444460596606694,0.11631736348831642,पंत ने इस मैच को दिलाई,Pant did the first time in the IPL,IPL में पंत ने पहली बार किया ऐसा,0.42812869617235294
"रिषभ पंत ने अपने घरेलू मैदान पर अपने आइपीएल करियर का पहला शतक जड़ा , फिरोजशाह कोटला , कोटला में उन्होंने अपना पहला शतक पूरा किया ।",0.4861130036519515,0.0664601628955087,रिषभ पंत ने पंजाब के खिलाफ ताबड़तोड़ बल्लेबाजी करते हुए 36 गेंदों पर अपना अर्धशतक पूरा किया और टीम के स्कोर को 139 तक पहुंचाया ।,"Rishabh Pant made his first century of his IPL career on his home ground, Ferozeshah Kotla, he completed his first century in 56 balls.",रिषभ पंत ने अपने घरेलू मैदान फिरोजशाह कोटला पर अपने आइपीएल करियर का पहला शतक जड़ा उन्होंने 56 गेंदों में अपना पहला सैंकड़ा पूरा किया।,0.41965284075644277
इसी के साथ उन्होंने आइपीएल का अपना सर्वाधिक स्कोर भी बनाया ।,0.8070557274927982,0.0567967744513558,इस हार के साथ गत विजेता मुंबई के प्लेऑफ में पहुंच गई है ।,"With this, he also made his IPL highest score.",इसी के साथ उन्होंने आइपीएल का अपना सर्वाधिक स्कोर भी बना दिया।,0.7502589530414424
इससे पहले पंत का सर्वश्रेष्ठ स्कोर 97 रन था ।,0.7598356856515925,0.02407485903547034,पहले बल्लेबाजी करते हुए हैदराबाद की टीम ने निर्धारित 20 ओवर में 7 विकेट खोकर 151 रन बनाए ।,"Earlier, Pant's best score was 97 runs.",इससे पहले पंत का सर्वश्रेष्ठ स्कोर 97 रन का था।,0.7357608266161222
ये स्कोर उन्होंने गुजरात लायंस को पिछले साल बनाया था ।,0.21200626759025185,0.0,इन दोनों से फिर विस्फोटक बल्लेबाजी की आस है ।,These scores he made Gujarat Lions last year.,ये स्कोर उन्होंने पिछले साल गुजरात लायंस बनाया था।,0.21200626759025185
"सुरेश रैना के आउट होने वाले रिषभ पंत ने नहीं लगाया ऐसा रिकॉर्ड , IPL में कभी नहीं लगा था",0.17923344640485428,0.0863291629837714,"रिषभ पंत ने धमाकेदार शतक ठोककर क्रिस गेल को भी छोड़ा पीछे , बना दिए ढेरों","Rishabh Pant, who quit out Suresh Raina, did not make such a record, never in IPL","सुरेश रैना का कैच छोड़ने वाले रिषभ पंत ने बनाया ऐसा रिकॉर्ड, IPL में नहीं बना था कभी",0.09290428342108288
यह भी,0.36064528799877893,0.36064528799877893,यह भी,Also read,यह भी पढ़ें,0.0
ऐसे में पंत सबसे ज़्यादा द .,0.14535768424205484,0.040272481924218506,इस पारी में विलियमसन ने 7 चौके और 2 छक्के जड़े ।,"In this case, Pant emerged the most.",इस मामले में पंत निकले सबसे आगे,0.10508520231783633
रिषभ पंत ने 63 गेंदों पर नाबाद 128 रन की पारी खेली ।,0.5783569866465142,0.14530346490115706,रिषभ पंत ने 42 गेंदों पर 38 रन बनाए ।,Rishabh Pant played an unbeaten 128 in 63 balls.,रिषभ पंत ने 63 गेंदों में नाबाद 128 रन की पारी खेली।,0.43305352174535716
इस पारी के दौरान उन्होंने 15 चौके और 7 छक्के जड़े ।,0.4495431954509448,0.22179945921983915,इस दौरान उनके बल्ले से 5 चौके और एक छक्का निकला ।,"During this innings, he scored 15 boundaries and seven sixes.",इस पारी के दौरान उनके बल्ले से 15 चौके और 7 छक्के भी निकले।,0.22774373623110564
इस पारी को खेलने के अलावा पंत ने एक ऐसा कमाल कर दिया जो आइपीएल में आजतक कोई भी भारतीय खिलाड़ी ऐसा नहीं कर पाया था ।,0.686647723271713,0.013514148991208206,गुरुवार को रॉयल चैलेंजर्स बेंगलोर और सनराइजर्स हैदराबाद के बीच खेला गया .,"Apart from playing this innings, Pant has done a great job which no Indian player could have done so far in the IPL.",इस पारी को खेलने के साथ ही पंत ने एक ऐसा कमाल कर दिया जो आइपीएल में आजतक कोई भी भारतीय खिलाड़ी नहीं कर सका था।,0.6731335742805048
पंत आइपीएल इतिहास में एक पारी में सर्वाधिक स्कोर बनाने वाले भारतीय बनीं ।,0.7807675336587018,0.05852284798798957,पंत आइपीएल के 11वें संस्करण में अब तक 31 छक्के लगा चुके हैं ।,Pant became the Indian who made the highest score in an innings in IPL history.,पंत आइपीएल इतिहास में एक पारी में सर्वाधिक स्कोर बनाने वाले भारतीय भी बन गए।,0.7222446856707122
पंत से पहले ये रिकॉर्ड मुरली विजय के नाम पर था ।,0.7102992180127422,0.0,इस वीडियो को कई बार री - ट्वीट किया गया है ।,This record before Pant was named after Murali Vijay .,पंत से पहले ये रिकॉर्ड मुरली विजय के नाम था।,0.7102992180127422
विजय ने वर्ष 2010 में राजस्थान रॉयल्स के खिलाफ 127 रन की पारी खेली थी ।,0.6967812829199793,0.04035011337465492,विजय शंकर ने मुंबई के लिए सबसे ज्यादा रन बनाए ।,Vijay played in 127 against Rajasthan Royals in 2010.,विजय ने 2010 में राजस्थान रॉयल्स के खिलाफ 127 रन की पारी खेली थी।,0.6564311695453244
IPL की खबरों के लिए यहां क्लिक,0.8668778997501817,0.8668778997501817,IPL की खबरों के लिए यहां क्लिक,Click here for IPL news,IPL की खबरों के लिए यहां क्लिक करें,0.0
आइपीएल का पूरा शेड्यूल देखने के लिए यहां क्लिक,0.8948393168143697,0.8948393168143697,आइपीएल का पूरा शेड्यूल देखने के लिए यहां क्लिक,Click here to view full schedule of IPL,आइपीएल का पूरा शेड्यूल देखने के लिए यहां क्लिक करें,0.0
पंत ने बनाया ये,0.6065306597126334,0.13134549472120793,पंत ने तोड़ा गंभीर - सहवाग क,Pant made these records,पंत ने बनाया ये भी रिकॉर्ड,0.4751851649914255
क्रिकेट की खबरों के लिए यहां क्लिक,0.8668778997501817,0.8668778997501817,क्रिकेट की खबरों के लिए यहां क्लिक,Click here for cricket news,क्रिकेट की खबरों के लिए यहां क्लिक करें,0.0
अन्य खेलों की खबरों के लिए यहां क्लिक,0.8824969025845955,0.8824969025845955,अन्य खेलों की खबरों के लिए यहां क्लिक,Click here for news of other sports,अन्य खेलों की खबरों के लिए यहां क्लिक करें,0.0
"नई दिल्ली , जेएनएन ।",0.10682175159905853,0.10682175159905853,"नई दिल्ली , जेएनएन ।","New Delhi, JNN","नई दिल्ली, जेएनएन।",0.0
टी - 20 क्रिकेट का सबसे बड़ा प्रतिभाशाली भारतीय प्रीमियर लीग है आज की ।,0.2560418203788593,0.0,"Exclusive : IPL11 के प्लेऑफ में पहुंची चेन्नई सुपरकिंग्स , कप्तान धौनी को मिली ये स्पेशल",T-20 Cricket's biggest fair is the Indian Premier League starting today.,T 20 क्रिकेट का सबसे बड़ा मेला यानी इंडियन प्रीमियर लीग आज से शुरू हो रहा है।,0.2560418203788593
"हर साल ऐसा हुआ , लेकिन इस बार मामला अलग है ।",0.24925832743644716,0.031157290929555895,आइपीएल का 29वां मैच कोलकाता और बैंगलोर के बीच खेला गया ।,"IPL happens every year, but this time the case is different.",आइपीएल तो हर साल होता है लेकिन इस बार मामला कुछ अलग है।,0.21810103650689128
राजस्थान रॉयल्स और चेन्नई सुपरकिंग्स ( सीएसके ) जैसे टीमें लीग फिक्सिंग के दो सालों बाद इस लीग में स्पॉट फिक्सिंग का विवाद छोड़ चुकी हैं ।,0.24940685133708865,0.015883027492953544,इस बार वानखेड़े में पहले ही मुंबई कोलकाता को 13 रनों से मात दे चुकी सनराइजर्स हैदराबाद की टीम से पिछले मैच में मिली पांच विकेट से हार का सामना करना पड़ा ।,"Teams such as Rajasthan Royals and Chennai Superkings (CSK) have been back in the league two years later, leaving behind controversy of spot-fixing.",राजस्थान रॉयल्स और चेन्नई सुपरकिंग्स (सीएसके) जैसी टीमें स्पॉट फिक्सिंग के विवादों को पीछे छोड़ते हुए दो साल बाद इस लीग में फिर से वापस आ गई हैं।,0.23352382384413511
तेजी से भरे इस महाआयोजन में आठ टीमें आमने - सामने होंगी ।,0.1235622127262679,0.021476912089159056,दिल्ली की टीम में कई दिग्गज मैच विजेता खिलाड़ी हैं जो आइपीएल से बाहर हो गए हैं ।,The eight teams will be face-to-face in this grand ceremony of fast food.,फटाफट क्रिकेट के इस महाकुंभ में आठ टीमें आमने-सामने होंगी।,0.10208530063710884
आठ टीमों के कप्तान भारतीय हैं ।,0.2309996684972855,0.04873498938813619,तालिका में संख्या 14 पहुंचा चुकी है ।,The seven captains of eight teams are Indian.,आठ टीमों में से सात के कप्तान भारतीय हैं।,0.1822646791091493
मुंबई के वानखेड़े स्टेडियम से यह चलाया जाएगा ।,0.44632361378533286,0.03747776736677922,मुंबई की टीम में कई दिग्गज मैच विजेता खिलाड़ी हैं ।,It will be launched from Mumbai's Wankhede Stadium.,मुंबई के वानखेड़े स्टेडियम से इसका आगाज होगा।,0.40884584641855365
जब मुंबई इंडियंस और चेन्नई सुपर किंग्स की टीमें आमने - सामने होंगी ।,0.18798317647335086,0.0,आइपीएल के 11वें सीजन की शुरुआत 7 अप्रैल से होगी ।,When the host of Mumbai Indians and Chennai Super Kings will compete.,जब मेजबान मुंबई इंडियंस और चेन्नई सुपरकिंग्स का मुकाबला होगा।,0.18798317647335086
