bleu,x,y,z
0.345720784641941,रहाणे भी थोड़े निराश होंगे।,Dilshan will also be a little disappointed .,Rahane will also be a bit disappointed.
0.09578464408619825,वह भी एक अच्छे अर्धशतक को शतक में तब्दील नहीं कर सके।,They also could not stand in a good half - century .,He could not even convert a good half-century into a century.
0.11906980307321448,अब अगर रोहित शर्मा ने अपना संयम बनाए रखा तो वह साबित कर सकते हैं कि वनडे क्रिकेट के साथ-साथ टेस्ट क्रिकेट में भी वह लंबी पारी खेलने का माद्दा हैं।,"Obviously , if Rohit Sharma gave his head , he can prove to play a lot of homework in Test cricket .","Now if Rohit Sharma retains his temper, then he can prove that he has the potential to play long innings in Test cricket as well as in Test cricket."
0.32702929224554894,यह वास्तव में एक मजबूत जवाब है और भारत को ज्यादा से ज्यादा देर तक बल्लेबाजी करने की कोशिश करनी चाहिए।,IND vs : This is a strong question and India should try to bat more than batting .,This is indeed a strong answer and India should try to bat for much longer.
0.16195570128532405,इससे शेष सीरीज में एक मनोवैज्ञानिक बढ़त के साथ मैदान पर उतरने का मौका भारत को मिलेगा।,IND vs SA : There will be a chance to come down on the field with one force .,This will give India the chance to land on the field with a psychological edge in the remaining series.
0.488923022434901,क्रिकेट की अन्य खबरों के लिए यहां क्लिक करें,Click here for other Associate cricket news,Click here for other cricket news
0.0,(गावस्कर का कॉलम),2016 ' s column ),(Gavaskar's column)
0.08085578894348708,आखिर में प्रतिबद्ध श्रीलंकाई टीम के लिए भारत की बढ़त कुछ ज्यादा ही साबित हुई।,"Up, India ' s margin proved to be more much .","In the end, India's edge for the committed Sri Lankan team proved to be a lot more."
0.30620490882364887,सीरीज में लगातार दूसरी बार भारत ने 600 रनों से ज्यादा का स्कोर खड़ा किया।,"In Vizag , the second time in the empty series scored more than 500 runs .","For the second time in the series, India scored more than 600 runs."
0.027934247551881536,"पहली पारी में 183 रनों पर आउट होने के बाद श्रीलंका ने दूसरी पारी में दो साझेदारी के बूते सर्वश्रेष्ठ करने की कोशिश की, लेकिन उन्हें पता था कि वे सिर्फ परिणाम को कुछ समय के लिए टाल सकते हैं और मैच बचाने के लिए उन्हें मौसम की मदद की जरूरत होगी।","After the failure of falling runs in 1998 , Sri Lanka made two centuries in the second innings .","After being dismissed for 183 in the first innings, Sri Lanka tried to do the best with two partnerships in the second innings, but they knew that they could only avoid the result for some time and to help save the match, Will be needed."
0.12217114537124342,दिमुथ करुणारत्ने और कुशल मेंडिस की शानदार बल्लेबाजी की वजह से भारत को जीत के लिए थोड़ा इंतजार करना पड़ा।,IND vs SA : Broad had to wait some to win some time for victory because of the glorious batting .,"Due to the glorious batting of Dimuth Karunaratne and Kaushal Mendis, India had to wait a bit to win."
0.04334264033674369,"करुणारत्ने बायें हाथ के बल्लेबाज हैं, जो पारंपरिक तरीके से खेलने के अलावा अलग तरीके से रन बनाने से भी घबराते नहीं हैं।","IND vs SA : who is a left - handed batsman , who is not afraid to make runs in traditional way .","Karunaratne is a left-handed batsman, who does not panic in running in a different manner than playing in a traditional way."
0.05098813553369431,पिछले साल ऑस्ट्रेलिया के खिलाफ 176 रनों की पारी के बाद मेंडिस के बारे में काफी बातें होने लगी हैं।,"After eating the innings against Australia in the last year , things have been seen .",There has been a lot of talk about Mendis after an innings of 176 runs against Australia last year.
0.22825471031091593,भारत के खिलाफ उनके शतक की चमक भी किसी मायने में कम नहीं है।,There is no less effort in their century against India .,The glow of their century against India is also no less in that sense.
0.10127993013562818,उनकी पारी के दौरान हमें कुछ खूबसूरत स्वीप शॉट देखने को मिले।,"During Vizag , we got some beautiful shots during the scoreline .",During his turn we got to see some beautiful sweep shots.
0.05118164602105637,"करुणारत्ने भी आक्रामक खेल से नहीं डरते हैं, लेकिन मेंडिस ने अपने शॉट से गेंदबाजों को शॉर्ट गेंद करने पर मजबूर कर दिया।","IND vs SA : who is not playing aggressive shots from his shot , finally forced to bowlers to bowlers with his shot .","Karunaratne is not afraid of aggressive game, but Mendis forced the bowlers to make a short ball with their shot."
0.33180774028439425,इससे उन्होंने कट और पुल से काफी रन बटोरे।,2016 : Ajthat he scored a lot of runs and bridge .,With this he scored a lot of cuts and bridges.
0.3384559194484391,"मेंडिस के विकेट के बाद करुणारत्ने और मैथ्यूज के बीच एक अच्छी साझेदारी हुई, लेकिन यह इतनी बड़ी नहीं थी, जिससे भारतीय खेमे में चिंता होती।","After eating the wicket , there was a good partnership between the concern and Mathews , but it was not so easy to worry in the Indian camp .","After Mendis's wicket, there was a good partnership between Karunaratne and Mathews, but it was not so great that there was concern in the Indian camp."
0.11267187340009675,जडेजा ने अपनी बेहतरीन गेंदबाजी से आखिरकार राउंड द विकेट आते हुए करुणारत्ने को भी पवेलियन भेजा और उछालभरी गेंद पर उनका विकेट लिया।,Pat Karthik took the wicket - wicket wicket with his best bowling and put his wicket on the bouncy ball .,"Jadeja, with his best bowling, finally came in the round the wicket and sent the pavilion to Karunaratne and took his wicket on a bouncy ball."
0.10670519465176878,अगर बायें हाथ के बल्लेबाजों के खिलाफ वह पहले ही राउंड द विकेट गेंदबाजी करते तो भारत काफी पहले ही मैच जीत जाता।,"If the rozy batsman bowled against left - handed batsmen , then India won the match .","If he had bowled the wicket against the left-handed batsmen beforehand, then India would have won the match quite early."
0.04323912734262339,खासतौर से टेस्ट क्रिकेट में गेंदबाजी करते वक्त आपको अलग करने के लिए तैयार रहना चाहिए और भारत ने ऐसा करने में काफी लंबा समय लिया।,"Obviously , who should bowl in Test cricket , should have done such a lot of work .","Specifically, while bowling in Test cricket, you should be ready to separate and India takes a long time to do so."
0.13545994273378142,एक बार फिर यह एक बेहतरीन टीम प्रयास रहा।,"One time once again , this would be a great team .",Once again it was a great team effort.
0.09578464408619825,यह टीम ज्यादा से ज्यादा जीत हासिल करते हुए बेहतरीन दिख रही है।,Vizag ' s team looks best after winning more than legal .,This team looks great while winning more and more.
0.14025775160081472,खास बात यह है कि यह हर परिस्थिति और अलग-अलग विपक्षी टीमों के खिलाफ जीत दर्ज कर रही है।,2016 - level thing is that this is a tough situation against the teams and different opposition teams .,The special thing is that it is winning against every situation and different opposition teams.
0.42728700639623407,क्रिकेट की खबरों के लिए यहां क्लिक करें,Click here for Jamaica news,Click here for cricket news
0.30285126832882353,अन्य खेलों की खबरों के लिए यहां क्लिक करें,Click here for sports news,Click here for news of other sports
0.0,(हर्षा भोगले का कॉलम),Click ' s column ),(Column of Harsha Bhogale)
0.11328360454400997,मुझे लगता है कि हम पिच के बारे में जरूरत से ज्यादा सोच रहे हैं और इस प्रक्रिया में अपने खेल को भूलते जा रहे हैं।,"Dilshan I think that the pitch is more importance than the pitch and in this process , there are their game in this field .",I think we are thinking more about the pitch and have forgotten our game in this process.
0.07655122720591222,"बेशक, पिच क्रिकेट का अहम हिस्सा होती है, लेकिन सब कुछ नहीं।","Obviously , the pitch is part of the pitch , but everything is not everything .","Of course, pitch is an important part of cricket, but not everything."
0.12223075560872526,यह दोनों टीमों के लिए एक जैसी होती है।,There is a time for both teams .,It is the same for both teams.
0.05039518688486959,यह ऐसा ही है जैसे किसी ताश के खेल में एक व्यक्ति अपने हाथों से सभी प्रतिभागियों को कार्ड बांटता है।,"It is like a fact that in the game of an hour , everyone is affected about his hands .",It is as if a person shares cards to all the participants in their hands in a card game.
0.10414419091986514,"बेशक उस व्यक्ति का हाथ अहम होता है, लेकिन खिलाड़ी की योग्यता और कौशल ही उसे विजेता बनाती है।","Unagement , the person is very important , but the ability of the players and skill of the players makes him the winner .","Of course the hand of that person is important, but the player's ability and skill makes him the winner."
0.13400825781778894,"उम्मीद है कि बेंगलुरु में हमें एक बेहतरीन सतह देखने को मिलेगी, क्योंकि अब यह एक जिम्मेदारी भी है।","Hope that we will get a great mentor , because now it is a responsibility for a responsibility .","We hope to see an excellent surface in Bangalore, because now it is also a responsibility."
0.09952907986722619,और इस खेल की पुरानी कहावतों में कहा भी जाता है कि अच्छी पिचों पर अच्छा क्रिकेट खेला जाता है।,2016 and This game is also said that good pitches are played well on the good pitches .,And in the old quotes of this game it is said that good cricket is played on good pitches.
0.08848966716768093,"लेकिन अगर यह खिलाडिय़ों को चुनौती देती है तो फिर हमें देखना होगा कि क्या हम अपार कौशल और संकल्प से इसका सामना करते हैं, जैसा कि स्टीव स्मिथ ने किया।","What if it is the challenge to challenge the players , then we will see that what we do , as Steve Smith did well .","But if it challenges the players, then we have to see if we face it with immense skill and determination, as Steve Smith did."
0.10552670315936319,या जैसा कि लोकेश राहुल करते हुए दिखाई दे रहे थे।,"Steer , or as the peak was seen ?",Or as Lokesh was seen doing Rahul
0.47176896213068414,टीम इंडिया को अगर सीरीज में वापसी करनी है तो शीर्ष खिलाडिय़ों को राह दिखानी होगी।,"IND vs SA : Team India has to return to the series , the top players will be surprised .",If Team India has to return to the series then the top players will have to go.
0.05816635421147516,जब आप पुणे की तरह कोई मुकाबला हारते हैं तो इससे आपके आत्मविश्वास को गहरी चोट लगती है।,"When you make a match like Pune , then you will find self - confidence .","When you lose a fight like Pune, it makes your self-confidence deeply hurt."
0.25452306291173127,ऐसे में कोहली या अश्विन जैसे खिलाडिय़ों से आगे की राह दिखाने की उम्मीद की जाती है और उन्हें ऐसा करना ही होगा।,"What is expected ahead of the players like Kohli or Ashwin , and they will have to do this .","In such a way, players like Kohli or Ashwin are expected to show the path ahead and they have to do it."
0.117055835684245,"ये ऐसे खिलाड़ी हैं, जिन्हें बाकी टीम को बताना चाहिए कि देखो, हम अब भी सीरीज जीत सकते हैं और हम आपको रास्ता दिखाएंगे।","It is such a player who can bring the rest of the series , we still do now think of the way .","These are the players who should tell the rest of the team that look, we can still win the series and we will show you the way."
0.30706596465808245,इसके अलावा भारतीय टीम को ओपनिंग जोड़ी से भी अधिक योगदान की जरूरत होगी।,Vizag will also need to contribute to the Indian team even well .,"Apart from this, the Indian team will also need to contribute more than the opening pair."
0.06959578721753987,बिना किसी नुकसान के 75 रन का स्कोर किसी भी टीम के लिए सुकून भरी बात होती है।,Memorter runs is concerned for any team of any team for any team .,The score of 75 runs without any loss is a comforting thing for any team.
0.11498759556447223,इसकी तुलना किसी अन्य बात से नहीं की जा सकती।,Memoral than other thing can not be less than any other thing .,It can not be compared to anything else.
0.04319402267866687,ओपनर का काम भी यही होता है कि वो ऐसी बुनियाद रखे जिस पर बुलंद इमारत खड़ी की जा सके।,Middle - opener ' s work is that they can be alert that they can be alert on such competitions .,The opener's work is also that he laid the foundation on which to build a lofty building.
0.22811360354329613,भारत इस विभाग में अब भी संतुलन की तलाश में हैं।,MeGate India is still in this department .,India is still looking for balance in this department.
0.07495553473355841,वास्तव में ओपनिंग पूरी पारी की दिशा तय करने का काम करती है।,There is a work work to pursue the opening six innings .,Actually the opening works to determine the direction of the whole innings.
0.6479121525090147,मैं आगामी मुकाबलों में कुछ कड़ा क्रिकेट देखने की उम्मीद कर रहा हूं।,I am hoping to see some tough cricket in the forthcoming matches .,I am hoping to see some tough cricket in upcoming matches.
0.18702229635553191,मैं ये देखने के लिए भी उत्साहित हूं कि सीरीज में अप्रत्याशित बढ़त मिलने पर कोई टीम अगले मुकाबले में कैसी प्रतिक्रिया देती है।,I am also involved to see any team in the series that there is no team in the next match in the series .,I am also excited to see how any team responds in the next match if they get an unexpected edge in the series.
0.09672649511413096,"वहीं, उम्मीदों के विपरीत लय से भटकी किसी टीम का रवैया कैसा रहता है।","Obviously , the Bangladeshi XI team is looking forward to reach the attitude of any team .","At the same time, how does the attitude of a team stray from opposite goals?"
0.40123282549273065,मैं ये भी उम्मीद कर रहा हूं कि मैच शुरू होने से पहले ही पिच को मुख्य अभिनेता के तौर पर पेश नहीं किया जाएगा।,Dilshan is also hoping that the pitch will not be present as soon as the first pitch before the match starts .,I am also hoping that the pitch will not be offered as the main actor before the match starts.
0.42728700639623407,क्रिकेट की खबरों के लिए यहां क्लिक करें,Click here for Jamaica news,Click here for cricket news
1.0,खेल की खबरों के लिए यहां क्लिक करें,Click here for sports news,Click here for sports news
0.0,(रवि शास्त्री का कॉलम),2016 : Ravi Shastri ' s column ),(Ravi Shastri's column)
0.09425159511373678,भारत को शीर्ष पांच बल्लेबाजों से ज्यादा बेहतर प्रदर्शन की जरूरत है।,"2016 , India needs to perform better than top batsmen .",India needs a better performance than the top five batsmen.
0.17694975149532557,"हालांकि विराट कोहली, चेतेश्वर पुजारा और मुरली विजय के प्रयासों को देखते हुए यह थोड़ा असंगत लगता है।","However , seeing Virat Kohli , Cheteshwar Pujara and Murali Vijay may feel a little bit .","However, considering the efforts of Virat Kohli, Cheteshwar Pujara and Murali Vijay, it seems a little inconsistent."
0.2545984531673679,"लेकिन अगर आपको हर बार रविचंद्रन अश्विन की बल्लेबाजी की जरूरत पड़ती है, तो स्थिति थोड़ी चिंताजनक है।","What if you have the batting of Yuvraj , then the situation is a bit difficult .","But if you need Ravichandran Ashwin's batting every time, then the situation is a little worrisome."
0.2928298013714698,"हालांकि अगर कोई टीम 450 से ज्यादा रन बनाती है, तो उसे खराब नहीं कहा जा सकता।","However , if the team wins with full runs , then it can not be called bad .","However, if a team runs more than 450 runs, then it can not be called bad."
0.36336981882701014,मगर इंग्लैंड जैसी जुझारू टीम के सामने भारतीय टीम को अपना सर्वश्रेष्ठ प्रदर्शन करना होगा।,But the British team will have to do their best in front of their best team .,"But in front of a belligerent team like England, the Indian team will have to do their best."
0.1392908359945467,"भारतीय बल्लेबाज लोकेश राहुल और अंजिक्य रहाणे उम्मीदों पर खरे नहीं उतर पा रहे हैं, इसलिए बाकी साथियों पर बोझ बढ़ रहा है।","Meeer Lokesh Ajinkya Rahane and Ajinkya Rahane are not scared of the expectations , so the rest of the rest is tired .","Indian batsmen Lokesh Rahul and Ajinkya Rahane are unable to meet the expectations, so the burden on the other teammates is increasing."
0.12300686288463772,"राहुल को उन गेंदों को छेड़ने से बचना चाहिए, जिस पर उन्हें शंका हो।",Up: Lokesh Rahul should avoid avoid those who avoid the spot on those balls ?,Rahul should avoid teasing those balls which they suspect.
0.08295193507109859,रहाणे को बैकफुट पर सीधे बल्ले से खेलने की जरूरत है।,Dilshan has the need to play with the bat alone .,Rahane needs to play straight on the backfoot.
0.092875289995668,इंग्लैंड पूरी योजना के साथ मैदान में उतर रहा है।,Vizag will be in the field with full emphasis .,England is all set to field with the plan.
0.36651343611373033,"भारतीय बल्लेबाजों को इसलिए भी अच्छा करना होगा, क्योंकि मेहमान टीम भारतीय स्पिनरों से बिल्कुल भी खौफजदा नहीं हैं।",IND vs SA : Indian batsmen have to do well because the guests are not aware with the Indian spinners .,"Indian batsmen have to do good too, because the guests are not too scared of Indian spinners at all."
0.3457913759237496,"हां, अगर पिच पर बहुत ही ज्यादा टर्न हो तो बात अलग है।","Yes , if there is a lot of turn on the pitch then the matter is different .","Yes, if there is too much turn on the pitch then the thing is different."
0.1090009697802911,"अश्विन के खिलाफ सर्तकता बरतनी जरूरी है, जबकि जडेजा-जयंत अछे स्पिनर हैं, लेकिन कुक और उनकी टीम घबराई हुई नहीं है।","The nightmare here is necessary , while Jadeja and his team is not scared , but Cook and their team is not scared .","It is important to be careful against Ashwin, while Jadeja-Jayant is a good spinner but Cook and his team are not scared."
0.13545994273378142,ओपनर लगातार पिच पर टिककर बाद के बल्लेबाजों में भरोसा जता रहे हैं।,Meopener has confidence in the batsmen after standing on the pitch .,Opener is consistent on the pitch and is confident in later batters.
0.2044800736021839,हालांकि शमी और यादव लगातार अपनी गेंदों से खतरा पैदा कर रहे हैं।,"However , Shami and Yadav are leading their balls with their balls .",Although Shami and Yadav are constantly threatening their balls.
0.20333448190047881,"भारत को नियमित विकेटकीपर साहा की कमी खलेगी, लेकिन पार्थिव पटेल एक अनुभवी खिलाड़ी हैं।","The nightmare for the regular wicketkeeper Saha , but Parthiv Patel is experienced player .","India will be short of regular wicketkeeper support, but Parthiv Patel is an experienced player."
0.07809849842300641,वह आसानी से जिम्मेदारियों को संभाल सकते हैं।,They can forget from achieving easily .,He can easily handle the responsibilities.
0.054011574454540336,साहा भारत के शीर्ष और निचले क्रम के बीच की अहम कड़ी बन चुके हैं।,IND vs Saha ' s top and lower order have become important advantage of the top order .,Saha has become an important link between India's top and bottom order.
0.23182736080173347,पटेल को इसे तोड़ना नहीं चाहिए क्योंकि उनके और टीम के लिए यह एक अहम टेस्ट मैच है।,Meal Patel should not ignore it because it is a necessary test match for them .,Patel should not break it because it is an important Test match for him and the team.
0.049900497019368314,आमतौर पर मोहाली की पिच काफी अच्छी रहती है।,"Typically , Mohali ' s pitch looks very good .",Usually Mohali pitch is quite good.
0.1203921753741131,सुबह सीम गेंदबाजों को मदद मिलती है और ठंडे मौसम में पांचों दिन यह मदद मिलेगी।,IND vs SA likes to help the bowlers and dip this help in the cold weather .,Seam bowlers help in the morning and it will help in cold weather for five days.
0.22033596789969315,स्पिनरों को पिच से मदद मिलने के लिए इंतजार करना होगा।,2016 spinners have to wait hard to help from the pitch .,Spinners will have to wait to get help from the pitch.
0.5706745777055999,दोनों ही टीमों को 20 विकेट हासिल करने के लिए कड़ी मेहनत करनी होगी।,Mep will have to work hard to get 20 wickets .,Both teams have to work hard to get 20 wickets.
0.07495553473355841,इंग्लैंड इस समय घायल शेर है।,2016 - 17 out of England is reduced this time .,England is currently the injured lion.
0.14535768424205484,उप महाद्वीप में वे अछा प्रदर्शन करते आए हैं।,They constantly perform well in Southampton .,They have performed well in the sub-continent.
0.07257024107490348,"अगर कोहली एंड कंपनी के सामने डटकर खड़ा होना है, तो विजाग को पीछे छोड़ना होगा",If 167 to underestimate Kohli and Company have to leave difficulties .,"If Kohli and Co. stand in front of the company, then Vizag has to leave behind"
0.0,(टीसीएम),( aul ' s column ),(TCM)
0.0696221031250038,क्रिकेट की दुनिया की अन्य खबरें पढ़ने के लिए क्लिक करें,Click here for other cricket news,Click to read other news of the cricket world
0.2626909894424158,खेल जगत की अन्य खबरें पढ़ने के लिए क्लिक करें,Click here for other sports news reports,Click to read other sports news stories
0.0,(गावस्कर का कॉलम),2016 ' s column ),(Gavaskar's column)
0.12966020590511304,"पाकिस्तान के खिलाफ भारत की जीत ने न सिर्फ दोनों टीमों के बीच अंतर को दिखा दिया, बल्कि दूसरी टीमों को भी संकेत दे दिए कि भारतीय टीम अपने खिताब की रक्षा करने के लिए तैयार है।","With Vizag , India ' s win , the difference between India did not show the difference between their title , but the second teams of the Indian team also became ready to defend their title .",India's victory against Pakistan not only showed the difference between the two teams but also indicated to the other teams that the Indian team is ready to defend their title.
0.03364202477078291,टीम ने एक अच्छा ऑलराउंड प्रदर्शन किया और उनके शांत व्यवहार ने भी काफी प्रभावित किया।,MeGate team performed well and his calm approach also impressed .,The team did a good all-round performance and their calm behavior also influenced them very much.
0.5081327481546147,यह एक विशाल जीत थी।,It was a huge win .,It was a huge victory.
0.2626909894424158,मगर भारत को अपनी फील्डिंग पर ध्यान देना होगा।,Who will have to pay attention to their fielding .,But India has to pay attention to its fielding.
0.028398387225677897,मैच अपनी झोली में आते देखकर वे थोड़े सहज हो गए थे।,IND vs SA Singh used to become a little bit in its purpose .,"Seeing the match coming in their lap, they became quite comfortable."
0.19718163018362853,"दक्षिण अफ्रीका के खिलाफ श्रीलंका ने शुरुआत में अच्छी बल्लेबाजी की, लेकिन वे इसे जारी नहीं रख पाए।","Dilshan batted well against South Africa , but they continued to bat .","Sri Lanka did well against South Africa in the beginning, but they could not continue."
0.2752699094387329,"इसमें कोई शक नहीं है कि एंजेलो मैथ्यूज की वापसी से टीम मजबूत होगी, लेकिन उन्हें ओवर रेट को लेकर कुछ करना होगा।","There is no doubt that Angelo Mathews will be strong , but they have to do some to throw the over .","There is no doubt that Angelo Mathews's return will strengthen the team, but he has to do something about the over rate."
0.027196652721749117,इसकी वजह से उनके कार्यवाहक कप्तान उपुल थरंगा दो मैचों के लिए निलंबित हो गए।,IND vs SA : Sreesanth will be suitable for the two matches for the two matches .,"Because of this, his officiating captain, Upul Tharanga, was suspended for two matches."
0.12605968092174913,उपमहाद्वीप की टीमों के साथ यह समस्या है ही।,Dudahs Trophy : This problem is the problem of the problem .,This problem is only with subcontinent teams.
0.0903158074092337,"चार तेज गेंदबाजों के साथ खेल रही भारतीय टीम को भी इस पर ध्यान देना चाहिए, क्योंकि वो नहीं चाहेंगे कि किसी अहम मैच से पहले उनका कप्तान निलंबित हो जाए।","IND Stan , with the Indian fast bowlers , should not pay attention to this , because they do not want him in any important match .","The Indian team playing with four fast bowlers should also pay attention to it, because they would not want to have their captain suspended before an important match."
0.04449945957170705,"पाकिस्तान के खिलाफ सभी अनुभवी खिलाडि़यों ने अपनी भूमिका अच्छे से निभाई, लेकिन हार्दिक पांड्या की बल्लेबाजी ने सबसे ज्यादा प्रभावित किया।","About the Hamilton Pakistan Pakistan , the experienced players played his role well , but the hearty ' s batting did the best .","All experienced players against Pakistan played their role well, but hearty Pandya's batting has been most impressed."
0.08808424865565326,वह अपने कप्तान की तरह आत्मविश्वास से भरे हुए हैं और उन्हीं की तरह वह अपने खेल से जवाब दे रहे हैं।,"Steer he has confidence from his captain and in his game , he has been proud of his game .","He is full of confidence like his captain and like him, he is responding to his game."
0.1531682455208201,"अश्विन की जगह उनके चयन से कुछ लोग नाराज हुए थे, लेकिन उन्होंने बल्ले और गेंद से सभी को चुप करा दिया।","Here , some people were uncomfortable with their selection , but they bowled everyone with the bat and ball .","Some people were angry with Ashwin's selection, but he kept quiet with the bat and the ball."
0.1992340565813793,"अगर कोहली महेंद्र सिंह धौनी की जगह उन्हें फिनिशर की तरह इस्तेमाल करते हैं, तो हैरानी नहीं होगी।","If Rampinder Mahendra Singh Dhoni used as a finisher , then it will not be surprising .","If Kohli uses Mahendra Singh Dhoni as a finisher instead of Dhoni, he will not be surprised."
0.11076007888812259,जडेजा ने भी शोएब मलिक के आक्रामक रवैये के बाद अपनी भूमिका अच्छे से निभाई और उन्हें आउट किया।,Dilshan took the aggressive attitude of Zaheer Khan played his role after Shoaib Malik ' s aggressive attitude .,Jadeja also played his role well after Shoaib Malik's aggressive attitude and dismissed him.
0.15617352352927147,"श्रीलंकाई टीम हालांकि अलग होगी क्योंकि उनकी बल्लेबाजी में गहराई है, लेकिन उनके गेंदबाजों की दक्षिण अफ्रीकी बल्लेबाजों ने जमकर पिटाई की थी।","The nightmare , the Sri Lankan team will be relieved because their batting is difficult .","The Sri Lankan team will be different because they have a depth in batting, but their bowlers have been beaten by South African batsmen."
0.03747776736677922,उनकी फील्डिंग में भी सुधार की जरूरत है।,"2016 , there is a need to improve his fielding .",Their fielding also needs improvement.
0.018110800993753923,श्रीलंका के बायें हाथ के बल्लेबाजों से निपटने के लिए भारत अश्विन को टीम में शामिल कर सकता है।,What left - handed batsmen .,India can join Ashwin in the team to deal with Sri Lanka's left hand batsmen.
0.43817713423777205,भारत इस समय अच्छी फॉर्म में है और किसी भी टीम के लिए तैयार दिख रहा है।,Steer India is in good form and for any team .,India is in good form and is looking forward to any team.
0.0,(पीएमजी),( PMG ),(PMG)
0.488923022434901,क्रिकेट की अन्य खबरों के लिए यहां क्लिक करें,Click here for other Associate cricket news,Click here for other cricket news
1.0,खेल जगत की अन्य खबरों के लिए यहां क्लिक करें,Click here for other sports news reports,Click here for other sports news reports
0.05522397783539471,(सुनील गावस्कर का कॉलम),2016 : Sunil Gavaskar ' s column ),(Column of Sunil Gavaskar)
